TAG,DESCRIPTION,UNITE,MIN,MAX,DATATYPE,DATASCIENTISM,PRECISION,FREQUENCE_ECHANTILLONNAGE,VAL_DEF,DEVICE
C00000004-A002-4-kVA L1-JTVA,Bureaux et communs administratif centraux rez de chaussée Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000004-A002-4-kVA sys-JTVA,Bureaux et communs administratif centraux rez de chaussée puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000004-A002-4-kWh-JTWH,Bureaux et communs administratif centraux rez de chaussée compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000004-A002-4-kWh (-)-JTWH,Bureaux et communs administratif centraux rez de chaussée puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000004-A002-4-kWh L1-JTWH,Bureaux et communs administratif centraux rez de chaussée Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000004-A002-4-kvarh-JTVarH,Bureaux et communs administratif centraux rez de chaussée compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kW L1-JTW,"coffret ""local pompes"" Phase 1 puissance",JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kW sys-JTW,"coffret ""local pompes"" puissance",JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kvar L1-JTVar,"coffret ""local pompes"" Phase 1 puissance reactive",JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kvar sys-JTVar,"coffret ""local pompes"" puissance reactive",JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kVA L1-JTVA,"coffret ""local pompes"" Phase 1 puissance active",JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kVA sys-JTVA,"coffret ""local pompes"" puissance active",JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kWh-JTWH,"coffret ""local pompes"" compteur",JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kWh (-)-JTWH,"coffret ""local pompes"" puissance difference",JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kWh L1-JTWH,"coffret ""local pompes"" Phase 1 compteur",JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000005-A001-5-kvarh-JTVarH,"coffret ""local pompes"" compteur puissance reactive ",JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kW L1-JTW,Carrossier Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kW L2-JTW,Carrossier Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kW L3-JTW,Carrossier Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kW sys-JTW,Carrossier puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kW dmd-JTW,Carrossier puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kvar L1-JTVar,Carrossier Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kvar L2-JTVar,Carrossier Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kvar L3-JTVar,Carrossier Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kvar sys-JTVar,Carrossier puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kVA L1-JTVA,Carrossier Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kVA L2-JTVA,Carrossier Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kVA L3-JTVA,Carrossier Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kVA sys-JTVA,Carrossier puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kWh-JTWH,Carrossier compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kWh (-)-JTWH,Carrossier puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kWh L1-JTWH,Carrossier Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kWh L2-JTWH,Carrossier Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kWh L3-JTWH,Carrossier Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000006-B006-6-kvarh-JTVarH,Carrossier compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kW L1-JTW,K2M Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kW L2-JTW,K2M Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kW L3-JTW,K2M Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kW sys-JTW,K2M puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kW dmd-JTW,K2M puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kvar L1-JTVar,K2M Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kvar L2-JTVar,K2M Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kvar L3-JTVar,K2M Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kvar sys-JTVar,K2M puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kVA L1-JTVA,K2M Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kVA L2-JTVA,K2M Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kVA L3-JTVA,K2M Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kVA sys-JTVA,K2M puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kWh-JTWH,K2M compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kWh (-)-JTWH,K2M puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kWh L1-JTWH,K2M Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kWh L2-JTWH,K2M Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kWh L3-JTWH,K2M Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000008-B003-8-kvarh-JTVarH,K2M compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kW L1-JTW,Locaux sociaux de Sibuet Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kW sys-JTW,Locaux sociaux de Sibuet puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kvar L1-JTVar,Locaux sociaux de Sibuet Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kvar sys-JTVar,Locaux sociaux de Sibuet puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kVA L1-JTVA,Locaux sociaux de Sibuet Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kVA sys-JTVA,Locaux sociaux de Sibuet puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kWh-JTWH,Locaux sociaux de Sibuet compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kWh (-)-JTWH,Locaux sociaux de Sibuet puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kWh L1-JTWH,Locaux sociaux de Sibuet Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000009-A004-9-kvarh-JTVarH,Locaux sociaux de Sibuet compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kW L1-JTW,RDC aile Chartreuse Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kW L2-JTW,RDC aile Chartreuse Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kW L3-JTW,RDC aile Chartreuse Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kW sys-JTW,RDC aile Chartreuse puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kW dmd-JTW,RDC aile Chartreuse puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kvar L1-JTVar,RDC aile Chartreuse Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kvar L2-JTVar,RDC aile Chartreuse Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kvar L3-JTVar,RDC aile Chartreuse Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kvar sys-JTVar,RDC aile Chartreuse puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kVA L1-JTVA,RDC aile Chartreuse Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kVA L2-JTVA,RDC aile Chartreuse Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kVA L3-JTVA,RDC aile Chartreuse Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kVA sys-JTVA,RDC aile Chartreuse puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kWh-JTWH,RDC aile Chartreuse compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kWh (-)-JTWH,RDC aile Chartreuse puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kWh L1-JTWH,RDC aile Chartreuse Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kWh L2-JTWH,RDC aile Chartreuse Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kWh L3-JTWH,RDC aile Chartreuse Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000a-D002-10-kvarh-JTVarH,RDC aile Chartreuse compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kW L1-JTW,Clim Sweetair Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kW L2-JTW,Clim Sweetair Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kW L3-JTW,Clim Sweetair Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kW sys-JTW,Clim Sweetair puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kW dmd-JTW,Clim Sweetair puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kvar L1-JTVar,Clim Sweetair Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kvar L2-JTVar,Clim Sweetair Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kvar L3-JTVar,Clim Sweetair Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kvar sys-JTVar,Clim Sweetair puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kVA L1-JTVA,Clim Sweetair Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kVA L2-JTVA,Clim Sweetair Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kVA L3-JTVA,Clim Sweetair Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kVA sys-JTVA,Clim Sweetair puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kWh-JTWH,Clim Sweetair compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kWh (-)-JTWH,Clim Sweetair puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kWh L1-JTWH,Clim Sweetair Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kWh L2-JTWH,Clim Sweetair Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kWh L3-JTWH,Clim Sweetair Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000b-D001-11-kvarh-JTVarH,Clim Sweetair compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kW L1-JTW,Poste de garde  Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kW L2-JTW,Poste de garde  Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kW L3-JTW,Poste de garde  Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kW sys-JTW,Poste de garde  puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kW dmd-JTW,Poste de garde  puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kvar L1-JTVar,Poste de garde  Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kvar L2-JTVar,Poste de garde  Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kvar L3-JTVar,Poste de garde  Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kvar sys-JTVar,Poste de garde  puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kVA L1-JTVA,Poste de garde  Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kVA L2-JTVA,Poste de garde  Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kVA L3-JTVA,Poste de garde  Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kVA sys-JTVA,Poste de garde  puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kWh-JTWH,Poste de garde  compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kWh (-)-JTWH,Poste de garde  puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kWh L1-JTWH,Poste de garde  Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kWh L2-JTWH,Poste de garde  Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kWh L3-JTWH,Poste de garde  Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000c-A005-12-kvarh-JTVarH,Poste de garde  compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kW L1-JTW,Auto passion Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kW L2-JTW,Auto passion Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kW L3-JTW,Auto passion Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kW sys-JTW,Auto passion puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kW dmd-JTW,Auto passion puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kvar L1-JTVar,Auto passion Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kvar L2-JTVar,Auto passion Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kvar L3-JTVar,Auto passion Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kvar sys-JTVar,Auto passion puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kVA L1-JTVA,Auto passion Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kVA L2-JTVA,Auto passion Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kVA L3-JTVA,Auto passion Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kVA sys-JTVA,Auto passion puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kWh-JTWH,Auto passion compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kWh (-)-JTWH,Auto passion puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kWh L1-JTWH,Auto passion Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kWh L2-JTWH,Auto passion Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kWh L3-JTWH,Auto passion Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000e-B002-14-kvarh-JTVarH,Auto passion compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kW L1-JTW,local W (Local à papier derrière Sylfen) + local Antoine Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kW L2-JTW,local W (Local à papier derrière Sylfen) + local Antoine Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kW L3-JTW,local W (Local à papier derrière Sylfen) + local Antoine Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kW sys-JTW,local W (Local à papier derrière Sylfen) + local Antoine puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
